% 1. Title : cyclus.spam.train
%
%
% 2. Sources:
%    (a) Creator : Zach Welch
%    (b) Date 2013-11-25
@RELATION BUGGY
@ATTRIBUTE Comment STRING
@ATTRIBUTE classification {clean,buggy}

@DATA
" fixed facility lifetime bug",clean
" updated lifetime member",buggy
" separated out loading functionality",clean
" reverting previous lifetime change to avoid seg faulting. facility decommissioning timing will have to be addressed in the near future.",clean
" removed superfluous conditional check",clean
" added a table for simulation time-related information",buggy
" added some logging functionality to see what's happening during build decisions",buggy
" Move location of domain model documentation.",clean
" added an isMaterial function to the Material class",clean
" updated the cast checking after re-reading boost's website",clean
" added limits and enrichment helper functions",buggy
" added pass-by-const-reference",clean
" updated documentation",buggy
" updated namespace names",buggy
" this renames the cyclopts Limits.h file to go along with the pull request in cyclopts of the same name.",clean
" removed integer arguments to value function calls from symbolic functions in favor of implicit casts",clean
" added single piecewise functions",clean
" update piecewise functions to take a starting point",clean
" working out piecewise function series issues",buggy
" piecewise symbolic functions done they need factories and tests.",clean
" update to piecewise functions",clean
" finished piecewise functions and a factory for such functions. need to write tests.",buggy
" tests added for all types of symbolic functions",buggy
" fixed bug where continuous piecewise functions were behaving as expected",clean
" fix Doxygen errors",buggy
" reverted faulty commit with 'git revert -m 1 SHA'",clean
" Revert Merge branch 'hotfix-revert' into develop  This reverts commit 8a08567b83517dbec510a5928b731b7a447133ea reversing changes made to f175f068009db4bfd9d00da08765a2a6e39eebb4.",buggy
" modified comp map functionality to return a fraction of 0 if the proposed isotope was not in the map",clean
" added some logging to the the uranium_assay method in the enrichment namespace and corrected the swu calculation and test thereof",clean
" corrected a bug in the recipe library method that loads resources at the beginning of the simulation. it now correctly gets the full isotopic composition. logging was also added.",buggy
" added some extra logging to the generic resource checkQuality method",clean
" added logging to Material's checkQuality method",clean
" updated gitignore",clean
" moved define macros for epsilon values into inline functions in CycLimits; changed resulting usage accordingly",buggy
" updated enrichment-related comments to add unit specifications and changed curly braces to match google's style guide",buggy
" moved curly braces in assay constructor.",clean
" used sqlite begin/end transaction structure to speed up database writes to disk",buggy
" making methods that must be implemented PURE VIRTUAL",clean
" added cloneModuleMembersFrom to the DieModel in the InstClassTests",clean
" changed composition lineage tracking to use int instead of double for times",buggy
" a global list of active material objects is now maintained (so auto sim-wide decay can work)",buggy
" house-keeping",clean
" fixed CompMap lineage test to use int instead of double for time",clean
" updated doc comments",clean
" started to create decay tests via mocking isovect/material classes but ran into problems with value-variables",buggy
" fixed global materials list instability by removing smart-pointer usage. Added decay logistics tests checking basic timer material isovector and compmap functionality. Timer now resets its listener lists upon initialization - necessary for testing anything temporal in nature",clean
" removed unnecessary fixture",buggy
" addressed @gidden's comments. Moved decay interval checking into Timer class. Minor commenting and tweaks",clean
" updated how facilties are decommissioned (after instmodel passes all facilities a tock) and how facilities register their decommissioning date e.g. a facility with a lifetime of 1 will only last one tick and one tock.",clean
" fixed an issue where the decommission date was not being set correctly",clean
" updated the inst model tests. It's not clear to me why these weren't failing in this patch before I merged in updates to develop. In any case the failing test needs to be reviewed to match the current paradigm.",clean
